id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
c6c2a363-672c-40dc-ab9a-a3da6e2b421b,"""2026-07-04T10:45:25.849Z""",2026-07-04T10:45:25.849000,warning,400,POST,,/rest/v1/waste_records,"POST | 400 | https://xayqnpkpgyuytlfpphxi.supabase.co/rest/v1/waste_records?on_conflict=id | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
d439566b-a4d1-4df0-8590-76f144b7109e,"""2026-07-04T10:45:00.476Z""",2026-07-04T10:45:00.476000,success,00000,,,,connection received: host=2406:da18:96a:8201:5878:7205:e1eb:3d24 port=60798,{},[],postgres,0,null,[],null
28f4e099-fa62-4ef2-a6f4-f8908be509de,"""2026-07-04T10:45:00.475Z""",2026-07-04T10:45:00.475000,success,00000,,,,connection received: host=2406:da18:96a:8200:124a:5a95:73a:77fa port=50708,{},[],postgres,0,null,[],null
97809401-3792-4b17-834b-62bb89f48b38,"""2026-07-04T10:44:59.921Z""",2026-07-04T10:44:59.921000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
a2ae85f3-92e7-4f7b-ab08-9ebdcd6c88ae,"""2026-07-04T10:44:59.899Z""",2026-07-04T10:44:59.899000,success,00000,,,,connection received: host=2406:da18:96a:8201:d40e:97af:7da4:e9e9 port=34108,{},[],postgres,0,null,[],null
f32ed11c-a736-4aa5-9880-5f37bc9c50ae,"""2026-07-04T10:44:55.636Z""",2026-07-04T10:44:55.636000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
8945f47a-2400-40a3-b821-b44713955901,"""2026-07-04T10:44:55.613Z""",2026-07-04T10:44:55.613000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
234722bd-64d1-45d0-b2e9-b58bc8e3e5f0,"""2026-07-04T10:44:55.603Z""",2026-07-04T10:44:55.603000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
6371b57f-b385-4f26-b359-7300e8b5c9ce,"""2026-07-04T10:44:55.593Z""",2026-07-04T10:44:55.593000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
00de9119-777d-44b7-89bd-d8cc4f2a3d3b,"""2026-07-04T10:44:55.577Z""",2026-07-04T10:44:55.577000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
0e30571e-3ce3-4647-bb55-2c3332c5b449,"""2026-07-04T10:44:55.497Z""",2026-07-04T10:44:55.497000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
bcd1bedf-d6c6-46d0-9904-653e6ad80c87,"""2026-07-04T10:44:55.497Z""",2026-07-04T10:44:55.497000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
ddc18839-4a71-4052-a21d-faa7eb67c76f,"""2026-07-04T10:44:55.495Z""",2026-07-04T10:44:55.495000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
2c8ab0f9-5282-4009-992a-a45b2424360f,"""2026-07-04T10:44:55.460Z""",2026-07-04T10:44:55.460000,success,00000,,,,connection received: host=2406:da18:96a:8200:d224:3784:e2cd:ac76 port=47298,{},[],postgres,0,null,[],null
33533fee-a9fe-459b-a1c1-863362daad05,"""2026-07-04T10:44:55.459Z""",2026-07-04T10:44:55.459000,success,00000,,,,connection received: host=2406:da18:96a:8201:f062:dd61:3b65:8da port=47082,{},[],postgres,0,null,[],null
